# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -710.00000000 ps, Average over 5000 waveforms. Timestamp: 2023-11-21T14:56:41
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-683.68286733	0.08690206
-683.64953400	0.06347411
-683.61620067	0.03651700
-683.58286733	0.00759374
-683.54953400	-0.02136062
-683.51620067	-0.04872277
-683.48286734	-0.07273054
-683.44953400	-0.09176606
-683.41620067	-0.10493785
-683.38286734	-0.11130722
-683.34953400	-0.11049646
-683.31620067	-0.10273099
-683.28286734	-0.08844513
-683.24953400	-0.06860786
-683.21620067	-0.04459340
-683.18286734	-0.01773342
-683.14953400	0.01018231
-683.11620067	0.03736378
-683.08286734	0.06215866
-683.04953401	0.08312180
-683.01620067	0.09884803
-682.98286734	0.10846223
-682.94953401	0.11151728
-682.91620067	0.10772663
-682.88286734	0.09744872
-682.84953401	0.08141355
-682.81620067	0.06062007
-682.78286734	0.03625810
-682.74953401	0.01001417
-682.71620067	-0.01652081
-682.68286734	-0.04165211
-682.64953401	-0.06389378
-682.61620068	-0.08178324
-682.58286734	-0.09437464
-682.54953401	-0.10083053
-682.51620068	-0.10082415
-682.48286734	-0.09448291
-682.44953401	-0.08221169
-682.41620068	-0.06487299
-682.38286734	-0.04366484
-682.34953401	-0.02002448
-682.31620068	0.00465867
-682.28286734	0.02858789
-682.24953401	0.05033105
-682.21620068	0.06849948
-682.18286735	0.08201496
-682.14953401	0.09006540
-682.11620068	0.09219622
-682.08286735	0.08828209
-682.04953401	0.07861732
-682.01620068	0.06392870
-681.98286735	0.04525815
-681.94953401	0.02360293
-681.91620068	0.00047964
-681.88286735	-0.02253717
-681.84953401	-0.04419993
-681.81620068	-0.06304469
-681.78286735	-0.07807450
-681.74953402	-0.08841583
-681.71620068	-0.09338856
-681.68286735	-0.09299200
-681.64953402	-0.08728374
-681.61620068	-0.07688440
-681.58286735	-0.06257785
-681.54953402	-0.04539257
-681.51620068	-0.02657538
-681.48286735	-0.00754850
-681.44953402	0.01046956
-681.41620069	0.02632328
-681.38286735	0.03904131
-681.34953402	0.04774785
-681.31620069	0.05209702
-681.28286735	0.05193750
-681.24953402	0.04735843
-681.21620069	0.03893475
-681.18286735	0.02744863
-681.14953402	0.01380774
-681.11620069	-0.00091500
-681.08286735	-0.01542409
-681.04953402	-0.02854941
-681.01620069	-0.03947587
-680.98286736	-0.04718036
-680.94953402	-0.05090608
-680.91620069	-0.05043548
-680.88286736	-0.04573654
-680.84953402	-0.03703938
-680.81620069	-0.02490638
-680.78286736	-0.01006537
-680.74953402	0.00645219
-680.71620069	0.02353475
-680.68286736	0.04006851
-680.64953402	0.05479924
-680.61620069	0.06682625
-680.58286736	0.07545454
-680.54953403	0.08000850
-680.51620069	0.08009971
-680.48286736	0.07584042
-680.44953403	0.06734319
-680.41620069	0.05529726
-680.38286736	0.04034170
-680.34953403	0.02346151
-680.31620069	0.00572922
-680.28286736	-0.01192795
-680.24953403	-0.02827368
-680.21620069	-0.04256949
-680.18286736	-0.05409272
-680.14953403	-0.06212835
-680.11620070	-0.06645961
-680.08286736	-0.06707719
-680.04953403	-0.06411189
-680.01620070	-0.05822752
-679.98286736	-0.04977202
-679.94953403	-0.03962481
-679.91620070	-0.02869697
-679.88286736	-0.01776961
-679.84953403	-0.00772465
-679.81620070	0.00086139
-679.78286736	0.00738917
-679.74953403	0.01164631
-679.71620070	0.01333162
-679.68286737	0.01270651
-679.64953403	0.00999517
-679.61620070	0.00559883
-679.58286737	0.00019975
-679.54953403	-0.00552735
-679.51620070	-0.01096866
-679.48286737	-0.01540356
-679.44953403	-0.01830129
-679.41620070	-0.01931905
-679.38286737	-0.01807841
-679.34953404	-0.01469117
-679.31620070	-0.00919794
-679.28286737	-0.00206956
-679.24953404	0.00632798
-679.21620070	0.01523734
-679.18286737	0.02404723
-679.14953404	0.03195220
-679.11620070	0.03835193
-679.08286737	0.04259404
-679.04953404	0.04429821
-679.01620070	0.04323409
